Category			Species		Count
		Microcella alkaliphila	279828	1	
		Mycetocola sp. 449	2079792	1	
		Salinibacterium sp. CGMCC 1.16371	2079791	1	
		Humibacter sp. BT305	2282656	1	
		Gryllotalpicola sp. 2DFW10M-5	2419771	1	
		Lysinimonas sp. 2DFWR-13	2419774	1	
		Arthrobacter sp. FB24	290399	1	
		Arthrobacter sp. Rue61a	1118963	1	
		Arthrobacter sp. PAMC 25486	1494608	1	
		Arthrobacter sp. LS16	1690248	1	
		Arthrobacter sp. ERGS1:01	1704044	1	
		Arthrobacter alpinus	656366	2	
		Arthrobacter sp. Hiyo8	1588023	1	
		Arthrobacter sp. YC-RL1	1652545	1	
		Arthrobacter sp. ATCC 21022	1771959	1	
		Arthrobacter sp. U41	1849032	1	
		Arthrobacter sp. QXT-31	1357915	1	
		Arthrobacter sp. YN	2020486	1	
		Arthrobacter sp. ZXY-2	1806905	1	
		Arthrobacter crystallopoietes	37928	1	
		Arthrobacter sp. PGP41	2079227	1	
		Psychromicrobium lacuslunae	1618207	1	
		Paenarthrobacter aurescens	43663	1	
		Pseudarthrobacter chlorophenolicus	85085	1	
		Pseudarthrobacter phenanthrenivorans	361575	1	
		Pseudarthrobacter sulfonivorans	121292	1	
		Glutamicibacter arilaitensis	256701	1	
		Glutamicibacter halophytocola	1933880	1	
		Renibacterium salmoninarum	1646	1	
		Kocuria rhizophila	72000	1	
		Kocuria palustris	71999	1	
		Kocuria flava	446860	1	
		Micrococcus luteus	1270	1	
		Rothia mucilaginosa	43675	1	
		Rothia dentocariosa	2047	1	
		Rothia aeria	172042	1	
		Sinomonas atrocyanea	37927	1	
		Neomicrococcus aestuarii	556325	1	
		Auritidibacter sp. NML130574	2170745	1	
		Beutenbergia cavernae	84757	1	
		Brachybacterium faecium	43669	1	
		Brachybacterium sp. P6-10-X1	1903186	1	
		Brachybacterium sp. VR2415	2017485	1	
		Brachybacterium ginsengisoli	1331682	1	
		Brachybacterium sp. VM2412	2017484	1	
		Brachybacterium saurashtrense	556288	1	
		Dermabacter vaginalis	1630135	1	
		Jonesia denitrificans	43674	1	
		Kytococcus sedentarius	1276	1	
		Dermacoccus nishinomiyaensis	1274	1	
		Luteipulveratus mongoliensis	571913	1	
		Xylanimonas cellulosilytica	186189	1	
		Isoptericola variabilis	139208	1	
		Isoptericola dokdonensis	372663	1	
		Cellulosimicrobium sp. TH-20	1980001	1	
		Cellulosimicrobium cellulans	1710	1	
		Sanguibacter keddieii	60920	1	
		Cellulomonas flavigena	1711	1	
		Cellulomonas fimi	1708	1	
		Cellulomonas gilvus	11	1	
		Cellulomonas sp. PSBB021	2003551	1	
		Intrasporangium calvum	53358	1	
		Arsenicicoccus sp. oral taxon 190	1658671	1	
		Serinicoccus sp. JLT9	1758689	1	
		Janibacter indicus	857417	1	
		Ornithinimicrobium sp. AMA3305	2283195	1	
		Brevibacterium linens	1703	1	
		Brevibacterium aurantiacum	273384	1	
		Dermatophilus congolensis	1863	1	
		Cutibacteirum acnes	1747	9	
		Cutibacterium acnes	1747	3	
		Cutibacterium avidum	33010	1	
		Cutibacterium granulosum	33011	1	
		Propionibacterium freudenreichii	1744	2	
		Propionibacterium sp. oral taxon 193	671223	1	
		Propionibacterium acidifaciens	556499	1	
		Pseudopropionibacterium propionicum	1750	1	
		Acidipropionibacterium acidipropionici	1748	2	
		Acidipropionibacterium virtanenii	2057246	1	
		Microlunatus phosphovorus	29405	1	
		Tessaracoccus flavus	1610493	1	
		Tessaracoccus flavescens	399497	1	
		Tessaracoccus aquimaris	1332264	1	
		Tessaracoccus sp. T2.5-30	1909732	1	
		Nocardioides sp. JS614	196162	1	
		Nocardioides dokdonensis	450734	1	
		Kribbella flavida	182640	1	
		Pimelobacter simplex	2045	1	
		Aeromicrobium erythreum	2041	1	
		Aeromicrobium sp. 592	2079793	1	
		Aeromicrobium sp. A1-2	2107713	1	
		Micropruina glycogenica	75385	1	
		Thermobifida fusca	2021	1	
		Nocardiopsis dassonvillei	2014	1	
		Nocardiopsis alba	53437	1	
		Nocardiopsis gilva	280236	1	
		Thermomonospora curvata	2020	1	
		Streptosporangium roseum	2001	1	
		Nonomuraea sp. ATCC 55076	1909395	1	
		Frankia casuarinae	106370	1	
		Frankia sp. EAN1pec	298653	1	
		Frankia inefficax	298654	1	
		Frankia alni	1859	1	
		Frankia symbiont of Datisca glomerata	656024	1	
		Acidothermus cellulolyticus	28049	1	
		Nakamurella multipartita	53461	1	
		Geodermatophilus obscurus	1861	1	
		Blastococcus saxobsidens	138336	1	
		Modestobacter marinus	477641	1	
		Kineococcus radiotolerans	131568	1	
		Saccharopolyspora erythraea	1836	1	
		Saccharomonospora viridis	1852	1	
		Amycolatopsis mediterranei	33910	4	
		Amycolatopsis orientalis	31958	1	
		Amycolatopsis japonica	208439	1	
		Amycolatopsis methanolica	1814	1	
		Amycolatopsis sp. AA4	1896961	1	
		Amycolatopsis sp. BJA-103	1911175	1	
		Amycolatopsis albispora	1804986	1	
		Pseudonocardia dioxanivorans	240495	1	
		Pseudonocardia sp. AL041005-10	445576	1	
		Pseudonocardia sp. EC080625-04	1096868	1	
		Pseudonocardia sp. HH130629-09	1641402	1	
		Pseudonocardia sp. EC080610-09	1688404	1	
		Pseudonocardia sp. EC080619-01	1096856	1	
		Pseudonocardia sp. HH130630-07	1690815	1	
		Actinosynnema mirum	40567	1	
		Actinosynnema pretiosum	42197	1	
		Saccharothrix espanaensis	103731	1	
		Kutzneria albida	43357	1	
		Kibdelosporangium phytohabitans	860235	1	
		Lentzea guizhouensis	1586287	1	
		Actinoalloteichus hymeniacidonis	340345	1	
		Actinoalloteichus sp. GBA129-24	1612551	1	
		Actinoalloteichus sp. ADI127-7	1612552	1	
		Actinoalloteichus hoggarensis	1470176	1	
		Actinoalloteichus sp. AHMU CJ021	2072503	1	
		Alloactinosynnema sp. L-07	1653480	1	
		Prauserella marina	530584	1	
		Salinispora tropica	168695	1	
		Salinispora arenicola	168697	1	
		Micromonospora aurantiaca	47850	1	
		Micromonospora sp. L5	648999	1	
		Micromonospora sp. B006	2201999	1	
		Micromonospora tulbaghiae	479978	1	
		Verrucosispora maris	1003110	1	
		Actinoplanes missouriensis	1866	1	
		Actinoplanes sp. SE50/110	134676	1	
		Actinoplanes sp. N902-109	649831	1	
		Actinoplanes friuliensis	196914	1	
		Actinoplanes sp. SE50	2033844	1	
		Plantactinospora sp. KBS50	2024580	1	
		Plantactinospora sp. BC1	2108470	1	
		Plantactinospora sp. BB1	2071627	1	
		Catenulispora acidiphila	304895	1	
		Stackebrandtia nassauensis	283811	1	
		Arcanobacterium haemolyticum	28264	1	
		Mobiluncus curtisii	2051	1	
		Trueperella pyogenes	1661	2	
		Actinotignum schaalii	59505	1	
		Actinotignum sp. 313	2171980	1	
		Actinomyces meyeri	52773	1	
		Actinomyces sp. oral taxon 414	712122	1	
		Actinomyces oris	544580	1	
		Actinomyces radicidentis	111015	1	
		Actinomyces sp. VUL4 3		1	
		Actinomyces gaoshouyii	1960083	1	
		Actinomyces sp. Chiba101	1851395	1	
		Actinomyces sp. oral taxon 897	2081702	1	
		Actinomyces naeslundii	1655	1	
		Bifidobacterium longum	216816	12	
		Bifidobacterium adolescentis	1680	3	
		Bifidobacterium animalis	28025	13	
		Bifidobacterium dentium	1689	2	
		Bifidobacterium bifidum	1681	3	
		Bifidobacterium breve	1685	9	
		Bifidobacterium asteroides	1684	1	
		Bifidobacterium thermophilum	33905	1	
		Bifidobacterium coryneforme	1687	1	
		Bifidobacterium kashiwanohense	630129	2	
		Bifidobacterium pseudolongum	1694	1	
		Bifidobacterium indicum	1691	1	
		Bifidobacterium angulatum	1683	1	
		Bifidobacterium catenulatum	1686	1	
		Bifidobacterium pseudocatenulatum	28026	1	
		Bifidobacterium scardovii	158787	1	
		Bifidobacterium actinocoloniiforme	638619	1	
		Gardnerella vaginalis	2702	3	
		Scardovia inopinata	78259	1	
		Parascardovia denticolens	78258	1	
		Thermobispora bispora	2006	1	
		Actinopolyspora erythraea	414996	1	
		Candidatus Planktophila lacus	1884913	1	
		Candidatus Planktophila dulcis	1884914	1	
		Candidatus Planktophila limnetica	573600	1	
		Candidatus Planktophila sulfonica	1884904	1	
		Candidatus Planktophila versatilis	1884905	1	
		Candidatus Planktophila vernalis	1884907	1	
		Candidatus Nanopelagicus limnes	1884634	1	
		Candidatus Nanopelagicus hibericus	1884915	1	
		Candidatus Nanopelagicus abundans	1884916	1	
		Actinobacteria bacterium IMCC26256	1650658	1	
		Rubrobacter xylanophilus	49319	1	
		Rubrobacter radiotolerans	42256	1	
		Conexibacter woesei	191495	1	
		Acidimicrobium ferrooxidans	53635	1	
		Ilumatobacter coccineus	467094	1	
		Cryptobacterium curtum	84163	1	
		Slackia heliotrinireducens	84110	1	
		Eggerthella lenta	84112	1	
		Eggerthella sp. YY7918	502558	1	
		Gordonibacter pamelaeae	471189	1	
		Adlercreutzia equolifaciens	446660	1	
		Denitrobacterium detoxificans	79604	1	
		Atopobium parvulum	1382	1	
		Olsenella uli	133926	1	
		Olsenella sp. oral taxon 807	712411	1	
		Coriobacterium glomerans	33871	1	
		Collinsella aerofaciens	74426	1	
		Coriobacteriaceae bacterium 68-1-3	1531429	1	
	Cyanobacteria	Synechocystis sp. PCC 6803	1148	6	
		Synechocystis sp. PCC 6714	1147	1	
		Synechocystis sp. IPPAS B-1465	2116702	1	
		Synechococcus sp. WH 8102	84588	1	
		Synechococcus elongatus	32046	2	
		Synechococcus sp. CC9605	110662	1	
		Synechococcus sp. CC9902	316279	1	
		Synechococcus sp. CC9311	64471	1	
		Synechococcus sp. RCC307	316278	1	
		Synechococcus sp. WH 7803	32051	1	
		Synechococcus sp. PCC 7002	32049	1	
		Synechococcus sp. JA-3-3Ab	321327	1	
		Synechococcus sp. JA-2-3B'a(2-13)	321332	1	
		Synechococcus sp. PCC 6312	195253	1	
		Synechococcus sp. PCC 7502	1173263	1	
		Synechococcus sp. KORDI-100	1280380	1	
		Synechococcus sp. KORDI-49	585423	1	
		Synechococcus sp. KORDI-52	585425	1	
		Synechococcus sp. UTEX 2973	1350461	1	
		Synechococcus sp. WH 8109	166314	1	
		Synechococcus sp. WH 8103	29410	1	
		Synechococcus lividus	33070	1	
		Synechococcus sp. PCC 73109	374982	1	
		Thermosynechococcus elongatus	146786	1	
		Thermosynechococcus sp. NK55a	1394889	1	
		Cyanobium gracile	59930	1	
		Cyanobium sp. NIES-981	1851505	1	
		Dactylococcopsis salina	292566	1	
		Chamaesiphon minutus	1173032	1	
		Leptolyngbya sp. PCC 7376	111781	1	
		Leptolyngbya sp. NIES-3755	1752064	1	
		Leptolyngbya sp. O-77	1080068	1	
		Leptolyngbya boryana	1184	1	
		Halomicronema hongdechloris	1209493	1	
		Pseudanabaena sp. PCC 7367	82654	1	
		Prochlorococcus marinus	1219	12	
		Prochlorococcus sp. MIT 0604	1501268	1	
		Prochlorococcus sp. MIT 0801	1501269	1	
		Acaryochloris marina	155978	1	
		Microcystis aeruginosa	1126	1	
		Microcystis panniformis	513223	1	
		Microcystis sp. MC19	1967666	1	
		Cyanobacterium aponinum	379064	1	
		Cyanobacterium stanieri	102235	1	
		Cyanobacterium sp. HL-69	2054282	1	
		Halothece sp. PCC 7418	65093	1	
		Candidatus Atelocyanobacterium thalassa	713887	1	
		Crocosphaera watsonii	263511	1	
		Gloeocapsa sp. PCC 7428	1173026	1	
		Geminocystis sp. NIES-3709	1617448	1	
		Geminocystis sp. NIES-3708	1615909	1	
		Chondrocystis sp. NIES-4102	2005460	1	
		Cyanothece sp. ATCC 51142	43989	1	
		Cyanothece sp. PCC 8801	41431	1	
		Cyanothece sp. PCC 7424	65393	1	
		Cyanothece sp. PCC 7425	395961	1	
		Cyanothece sp. PCC 8802	395962	1	
		Cyanothece sp. PCC 7822	497965	1	
		Trichodesmium erythraeum	1206	1	
		Microcoleus sp. PCC 7113	1173027	1	
		Arthrospira platensis	118562	1	
		Planktothrix agardhii	1160	1	
		Geitlerinema sp. PCC 7407	1173025	1	
		Oscillatoria acuminata	118323	1	
		Oscillatoria nigro-viridis	482564	1	
		Moorea producens	1155739	1	
		Crinalium epipsammum	241425	1	
		Gloeobacter violaceus	33072	1	
		Gloeobacter kilaueensis	1416614	1	
		Nostoc sp. PCC 7120	103690	1	
		Nostoc punctiforme	272131	1	
		Nostoc sp. PCC 7107	317936	1	
		Nostoc sp. PCC 7524	28072	1	
		Nostoc sp. NIES-3756	1751286	1	
		Nostoc flagelliforme	1306274	1	
		Nostoc sp. CENA543	1869241	1	
		Trichormus variabilis	264691	1	
		Trichormus azollae	1164	1	
		Anabaena sp. 90	46234	1	
		Anabaena cylindrica	1165	1	
		Anabaena sp. wa102	1647413	1	
		Cylindrospermum stagnale	142864	1	
		Calothrix sp. PCC 7507	99598	1	
		Calothrix parietina	32054	1	
		Calothrix sp. 336/3	1337936	1	
		Rivularia sp. PCC 7116	373994	1	
		Fischerella sp. NIES-3754	1752063	1	
		Nodularia spumigena	70799	1	
		Nostocales cyanobacterium HT-58-2	1940762	1	
		Chroococcidiopsis thermalis	54299	1	
		Pleurocapsa minor	54308	1	
		Stanieria cyanosphaera	102116	1	
		Stanieria sp. NIES-3757	1807358	1	
		cyanobacterium endosymbiont of Epithemia turgida	718217	1	
	Melainabacteria	Candidatus Melainabacteria bacterium MEL.A1	1899017	1	
	Chloroflexi	Dehalococcoides mccartyi	61435	11	
		Dehalococcoides sp. UCH007	1522671	1	
		Dehalogenimonas lykanthroporepellens	552810	1	
		Dehalogenimonas sp. WBC-2	943347	1	
		Dehalogenimonas formicexedens	1839801	1	
		Roseiflexus sp. RS-1	357808	1	
		Roseiflexus castenholzii	120962	1	
		Chloroflexus aurantiacus	1108	2	
		Chloroflexus aggregans	152260	1	
		Herpetosiphon aurantiacus	65	1	
		Thermomicrobium roseum	500	1	
		Sphaerobacter thermophilus	2057	1	
		Anaerolinea thermophila	167964	1	
		Brevefilum fermentans	1986204	1	
		Anaerolineaceae bacterium oral taxon 439	1889813	1	
		Caldilinea aerophila	133453	1	
		Candidatus Promineofilum breve	1806508	1	
	Deinococcus-Thermus	Deinococcus radiodurans	1299	1	
		Deinococcus geothermalis	68909	1	
		Deinococcus deserti	310783	1	
		Deinococcus maricopensis	309887	1	
		Deinococcus proteolyticus	55148	1	
		Deinococcus gobiensis	502394	1	
		Deinococcus peraridilitoris	432329	1	
		Deinococcus swuensis	1182571	1	
		'Deinococcus soli' Cha et al. 2014	1309411	1	
		Deinococcus actinosclerus	1768108	1	
		Deinococcus puniceus	1182568	1	
		Deinococcus irradiatisoli	2202254	1	
		Deinococcus wulumuqiensis	980427	1	
		Deinococcus ficus	317577	1	
		Truepera radiovictrix	332249	1	
		Thermus thermophilus	274	4	
		Thermus scotoductus	37636	1	
		Thermus sp. CCB US3_UF1		1	
		Thermus oshimai	56957	1	
		Thermus aquaticus	271	1	
		Thermus parvatiensis	456163	1	
		Thermus brockianus	56956	1	
		Meiothermus ruber	277	2	
		Meiothermus silvanus	52022	1	
		Meiothermus taiwanensis	172827	1	
		Oceanithermus profundus	187137	1	
		Marinithermus hydrothermalis	186192	1	
	Armatimonadetes	Chthonomonas calidirosea	454171	1	
		Fimbriimonas ginsengisoli	1005039	1	
	Unclassified Terrabacteria group	Thermobaculum terrenum	166501	1	
	Chlamydiae	Chlamydia trachomatis	813	73	
		Chlamydia muridarum	83560	7	
		Chlamydia pneumoniae	83558	5	
		Chlamydia pecorum	85991	4	
		Chlamydia psittaci	83554	18	
		Chlamydia avium	1457141	1	
		Chlamydia caviae	83557	1	
		Chlamydia abortus	83555	2	
		Chlamydia felis	83556	1	
		Chlamydia gallinacea	1457153	1	
		Chlamydia sp. S15-834C	1967783	1	
		Candidatus Protochlamydia amoebophila	362787	1	
		Protochlamydia naegleriophila	389348	1	
		Parachlamydia acanthamoebae	83552	1	
		Waddlia chondrophila	71667	1	
		Simkania negevensis	83561	1	
	Verrucomicrobia	Opitutus terrae	107709	1	
		Lacunisphaera limnophila	1838286	1	
		Opitutaceae bacterium TAV5	794903	1	
		Coraliomargarita akajimensis	395922	1	
		Akkermansia muciniphila	239935	1	
		Akkermansia glycaniphila	1679444	1	
		Candidatus Xiphinematobacter sp. Idaho Grape	1704307	1	
		Methylacidiphilum infernorum	511746	1	
		Verrucomicrobia bacterium IMCC26134	1637999	1	
		Verrucomicrobia bacterium	2026799	1	
	Planctomycetes	Rhodopirellula baltica	265606	1	
		Pirellula staleyi	125	1	
		Pirellula sp. SH-Sr6A	1632865	1	
		Planctopirus limnophila	120	1	
		Rubinisphaera brasiliensis	119	1	
		Planctomyces sp. SH-PL14	1632864	1	
		Planctomyces sp. SH-PL62	1636152	1	
		Fuerstia marisgermanicae	1891926	1	
		Thermogutta terrifontis	1331910	1	
		Gemmata sp. SH-PL17	1630693	1	
		Gemmata obscuriglobus	114	1	
		Isosphaera pallida	128	1	
		Singulisphaera acidiphila	466153	1	
		Paludisphaera borealis	1387353	1	
		Candidatus Kuenenia stuttgartiensis	174633	1	
		Phycisphaera mikurensis	547188	1	
		Sedimentisphaera cyanobacteriorum	1940790	1	
		Sedimentisphaera salicampi	1941349	1	
		Phycisphaerae bacterium SM-Chi-D1	1851148	1	
	Kiritimatiellaeota	Kiritimatiella glycovorans	1307763	1	
	Lentisphaerae	Victivallales bacterium CCUG 44730	2094242	1	
	Spirochaetes	Borreliella burgdorferi	139	5	
		Borreliella bavariensis	664662	1	
		Borreliella garinii	29519	4	
		Borreliella afzelii	29518	5	
		Borreliella bissettii	64897	1	
		Borreliella valaisiana	62088	1	
		Borreliella chilensis	1245910	1	
		Borrelia mayonii	1674146	1	
		Borrelia turicatae	142	1	
		Borrelia hermsii	140	2	
		Borrelia duttonii	40834	1	
		Borrelia recurrentis	44449	1	
		Borrelia crocidurae	29520	1	
		Borrelia miyamotoi	47466	2	
		Borrelia parkeri	141	1	
		Borrelia anserina	143	1	
		Borrelia turcica	229155	1	
		Treponema pallidum	160	11	
		Treponema denticola	158	1	
		Treponema succinifaciens	167	1	
		Treponema brennaborense	81028	1	
		Treponema azotonutricium	150829	1	
		Treponema primitia	88058	1	
		Treponema paraluiscuniculi	53435	1	
		Treponema pedis	409322	1	
		Treponema caldarium	215591	1	
		Treponema putidum	221027	1	
		Treponema sp. OMZ 838	1539298	1	
		Sediminispirochaeta smaragdinae	55206	1	
		Spirochaeta thermophila	154	2	
		Spirochaeta africana	46355	1	
		Sphaerochaeta globosa	1131703	1	
		Sphaerochaeta coccoides	273376	1	
		Sphaerochaeta pleomorpha	1131707	1	
		Salinispira pacifica	1307761	1	
		Leptospira interrogans	173	4	
		Leptospira borgpetersenii	174	2	
		Leptospira biflexa	172	2	
		Leptospira santarosai	28183	1	
		Leptospira alstonii	28452	1	
		Leptospira mayottensis	1137606	1	
		Leptospira kmetyi	408139	1	
		Turneriella parva	29510	1	
		Brachyspira hyodysenteriae	159	2	
		Brachyspira murdochii	84378	1	
		Brachyspira pilosicoli	52584	4	
		Brachyspira intermedia	84377	1	
		Brachyspira hampsonii	1287055	1	
	Acidobacteria	Candidatus Koribacter versatilis	658062	1	
		Acidobacterium capsulatum	33075	1	
		Granulicella tundricola	940615	1	
		Granulicella mallensis	940614	1	
		Terriglobus saanensis	870903	1	
		Terriglobus roseus	392734	1	
		Acidobacteriaceae bacterium SBC82	2211140	1	
		Candidatus Solibacter usitatus	332163	1	
		Chloracidobacterium thermophilum	458033	1	
		Luteitalea pratensis	1855912	1	
	Elusimicrobia	Elusimicrobium minutum	423605	1	
		Endomicrobium proavitum	1408281	1	
		Candidatus Endomicrobium trichonymphae	1408204	1	
		uncultured Termite group 1 bacterium	167965	1	
	Fusobacteria	Fusobacterium nucleatum	851	5	
		Fusobacterium hwasookii	1583098	1	
		Fusobacterium periodonticum	860	1	
		Fusobacterium varium	856	1	
		Fusobacterium ulcerans	861	1	
		Fusobacterium mortiferum	850	1	
		Fusobacterium gonidiaformans	849	1	
		Ilyobacter polytropus	167642	1	
		Leptotrichia buccalis	40542	1	
		Leptotrichia sp. oral taxon 212	712357	1	
		Leptotrichia sp. oral taxon 847	1785996	1	
		Leptotrichia sp. oral taxon 498	712368	1	
		Sebaldella termitidis	826	1	
		Streptobacillus moniliformis	34105	1	
		Sneathia amnii	187101	1	
	Synergistetes	Thermanaerovibrio acidaminovorans	81462	1	
		Aminobacterium colombiense	81468	1	
		Thermovirga lienii	336261	1	
		Acetomicrobium mobile	97477	1	
		Fretibacterium fastidiosum	651822	1	
		Cloacibacillus porcorum	1197717	1	
	Fibrobacteres	Fibrobacter succinogenes	833	2	
	Gemmatimonadetes	Gemmatimonas aurantiaca	173480	1	
		Gemmatimonas phototrophica	1379270	1	
		Gemmatirosa kalamazoonesis	861299	1	
	Bacteroidetes	Bacteroides thetaiotaomicron	818	2	
		Bacteroides fragilis	817	4	
		Bacteroides vulgatus	821	1	
		Bacteroides helcogenes	290053	1	
		Bacteroides salanitronis	376805	1	
		Bacteroides xylanisolvens	371601	1	
		Bacteroides dorei	357276	2	
		Bacteroides ovatus	28116	1	
		Bacteroides cellulosilyticus	246787	1	
		Bacteroides caccae	47678	1	
		Bacteroides caecimuris	1796613	1	
		Bacteroides zoogleoformans	28119	1	
		Bacteroides heparinolyticus	28113	1	
		Bacteroidales bacterium CF	1400053	1	
		Porphyromonas gingivalis	837	3	
		Porphyromonas asaccharolytica	28123	1	
		Porphyromonas crevioricanis	393921	1	
		Fermentimonas caenicola	1562970	1	
		Petrimonas mucosa	1642646	1	
		Petrimonas sp. IBARAKI	1978337	1	
		Paludibacter propionicigenes	185300	1	
		Parabacteroides distasonis	823	1	
		Parabacteroides sp. CT06	2025876	1	
		Tannerella forsythia	28112	1	
		Tannerella sp. oral taxon HOT-286	712710	1	
		Muribaculum intestinale	1796646	1	
		Barnesiella viscericola	397865	1	
		Proteiniphilum saccharofermentans	1642647	1	
		Odoribacter splanchnicus	28118	1	
		Candidatus Azobacteroides pseudotrichonymphae	511435	1	
		Prevotella ruminicola	839	1	
		Prevotella melaninogenica	28132	1	
		Prevotella denticola	28129	1	
		Prevotella intermedia	28131	1	
		Prevotella dentalis	52227	1	
		Prevotella sp. oral taxon 299	652716	1	
		Prevotella fusca	589436	1	
		Prevotella enoeca	76123	1	
		Prevotella jejuni	1177574	1	
		Alistipes finegoldii	214856	1	
		Alistipes shahii	328814	1	
		Mucinivorans hirudinis	1433126	1	
		Draconibacterium orientale	1168034	1	
		Salinivirga cyanobacteriivorans	1307839	1	
		Alkalitalea saponilacus	889453	1	
		Marinifilaceae bacterium SPP2	1717717	1	
		Salinibacter ruber	146919	2	
		Rhodothermus marinus	29549	2	
		Rhodothermaceae bacterium RA	1779382	1	
		Chitinophaga pinensis	79329	1	
		Chitinophaga caeni	2029983	1	
		Niastella koreensis	354356	1	
		Niabella soli	446683	1	
		Niabella ginsenosidivorans	1176587	1	
		Flavisolibacter tropicus	1492898	1	
		Arachidicoccus sp. BS20	1850526	1	
		Arachidicoccus sp. KIS59-12	2341117	1	
		Filimonas lacunae	477680	1	
		Pseudoflavitalea sp. 5GH32-13	2315862	1	
		Haliscomenobacter hydrossis	2350	1	
		Saprospira grandis	1008	1	
		Pedobacter heparinus	984	1	
		Pedobacter sp. PACM 27299	1727164	1	
		Pedobacter cryoconitis	188932	1	
		Pedobacter steynii	430522	1	
		Pedobacter ginsengisoli	363852	1	
		Pseudopedobacter saltans	151895	1	
		Sphingobacterium sp. 21	743722	1	
		Sphingobacterium sp. ML3W	1538644	1	
		Sphingobacterium sp. B29	1933220	1	
		Sphingobacterium mizutaii	1010	1	
		Solitalea canadensis	995	1	
		Mucilaginibacter sp. PAMC 26640	1300914	1	
		Mucilaginibacter sp. BJC16-A31	1234841	1	
		Mucilaginibacter gotjawali	1550579	1	
		Mucilaginibacter sp. HYN0043	2305508	1	
		Sphingobacteriaceae bacterium GW460-11-11-14-LB5	1986952	1	
		Cyclobacterium marinum	104	1	
		Cyclobacterium amurskyense	320787	1	
		Belliella baltica	232259	1	
		Echinicola vietnamensis	390884	1	
		Echinicola strongylocentroti	1795355	1	
		Algoriphagus sp. M8-2	1727163	1	
		Cytophaga hutchinsonii	985	1	
		Dyadobacter fermentans	94254	1	
		Spirosoma linguale	108	1	
		Spirosoma radiotolerans	1379870	1	
		Spirosoma montaniterrae	1178516	1	
		Spirosoma pollinicola	2057025	1	
		Leadbetterella byssophila	316068	1	
		Runella slithyformis	106	1	
		Runella sp. HYN0085	2259595	1	
		Runella sp. SP2	2268026	1	
		Emticicia oligotrophica	312279	1	
		Fibrella aestuarina	651143	1	
		Fibrella sp. ES10-3-2-2	1834519	1	
		Pseudarcicella sp. HME7025	2183547	1	
		Arcticibacterium luteifluviistationis	1784714	1	
		Bernardetia litoralis	999	1	
		Hymenobacter swuensis	1446467	1	
		Hymenobacter sp. APR13	1356852	1	
		Hymenobacter sp. DG25B	1385664	1	
		Hymenobacter sp. DG25A	1385663	1	
		Hymenobacter sp. DG5B	1411621	1	
		Hymenobacter sp. PAMC 26554	1484116	1	
		Hymenobacter sp. PAMC 26628	1484118	1	
		Hymenobacter nivis	1850093	1	
		Hymenobacter sp. sh-6	2319843	1	
		Pontibacter korlensis	400092	1	
		Pontibacter actiniarum	323450	1	
		Rufibacter sp. DG31D	1379910	1	
		Rufibacter tibetensis	512763	1	
		Rufibacter sp. DG15C	1379909	1	
		Marivirga tractuosa	1006	1	
		Flammeovirga sp. MY04	1191459	1	
		Flammeovirgaceae bacterium 311	1257021	1	
		Candidatus Amoebophilus asiaticus	281120	1	
		Cardinium endosymbiont of Encarsia pergandiella	249402	1	
		Cardinium endosymbiont of Sogatella furcifera	650378	1	
		Candidatus Cardinium hertigii	247481	1	
		Chryseolinea sp. KIS68-18	2321403	1	
		Gramella forsetii	411153	1	
		Gramella sp. LPB0144	1913577	1	
		Gramella flava	1486245	1	
		Gramella sp. SH35	2126553	1	
		Flavobacterium johnsoniae	986	1	
		Flavobacterium anhuiense	459526	1	
		Flavobacterium psychrophilum	96345	9	
		Flavobacterium branchiophilum	55197	1	
		Flavobacterium columnare	996	1	
		Flavobacterium indicum	312277	1	
		Flavobacterium gilvum	1492737	1	
		Flavobacterium communis	1306519	1	
		Flavobacterium faecale	1355330	1	
		Flavobacterium arcticum	1784713	1	
		Flavobacterium kingsejongi	1678728	1	
		Capnocytophaga ochracea	1018	1	
		Capnocytophaga canimorsus	28188	1	
		Capnocytophaga sp. oral taxon 323	1705617	1	
		Capnocytophaga haemolytica	45243	1	
		Capnocytophaga sp. ChDC OS43	209053	1	
		Capnocytophaga gingivalis	1017	1	
		Capnocytophaga leadbetteri	327575	1	
		Capnocytophaga sputigena	1019	1	
		Capnocytophaga cynodegmi	28189	1	
		Capnocytophaga sp. H4358	1945658	1	
		Capnocytophaga stomatis	1848904	1	
		Robiginitalea biformata	252307	1	
		Zunongwangia profunda	398743	1	
		Croceibacter atlanticus	313588	1	
		Riemerella anatipestifer	34085	6	
		Maribacter sp. HTCC2170	313603	1	
		Maribacter sp. 1 2014MBL_MicDiv		1	
		Maribacter sp. T28	1836467	1	
		Maribacter cobaltidurans	1178778	1	
		Cellulophaga algicola	59600	1	
		Cellulophaga lytica	979	2	
		Cellulophaga baltica	76594	2	
		Weeksella virosa	1014	1	
		Dokdonia sp. 4H-3-7-5	983548	1	
		Dokdonia sp. MED134	313590	1	
		Dokdonia donghaensis	326320	1	
		Dokdonia sp. Dokd-P16	2173169	1	
		Lacinutrix sp. 5H-3-7-4	983544	1	
		Lacinutrix venerupis	1486034	1	
		Lacinutrix sp. Bg11-31	2057808	1	
		Zobellia galactanivorans	63186	1	
		Muricauda ruestringensis	111501	1	
		Muricauda lutaonensis	516051	1	
