Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
ALLANTOINDEG-PWY.sbgn	MetaCyc		MetaCyc	ALLANTOINDEG-PWY	ALLANTOINDEG-PWY
AMMASSIM-PWY.sbgn	MetaCyc		MetaCyc	AMMASSIM-PWY	AMMASSIM-PWY
AMMOXID-PWY.sbgn	MetaCyc		MetaCyc	AMMOXID-PWY	AMMOXID-PWY
ANAEROFRUCAT-PWY.sbgn	MetaCyc		MetaCyc	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY
ANAGLYCOLYSIS-PWY.sbgn	MetaCyc		MetaCyc	ANAGLYCOLYSIS-PWY	ANAGLYCOLYSIS-PWY
ANAPHENOXI-PWY.sbgn	MetaCyc		MetaCyc	ANAPHENOXI-PWY	ANAPHENOXI-PWY
ARABCAT-PWY.sbgn	MetaCyc		MetaCyc	ARABCAT-PWY	ARABCAT-PWY
ARG-GLU-PWY.sbgn	MetaCyc		MetaCyc	ARG-GLU-PWY	ARG-GLU-PWY
ARG-PRO-PWY.sbgn	MetaCyc		MetaCyc	ARG-PRO-PWY	ARG-PRO-PWY
ARGASEDEG-PWY.sbgn	MetaCyc		MetaCyc	ARGASEDEG-PWY	ARGASEDEG-PWY
ARGDEG-III-PWY.sbgn	MetaCyc		MetaCyc	ARGDEG-III-PWY	ARGDEG-III-PWY
ARGDEG-IV-PWY.sbgn	MetaCyc		MetaCyc	ARGDEG-IV-PWY	ARGDEG-IV-PWY
ARGDEG-PWY.sbgn	MetaCyc		MetaCyc	ARGDEG-PWY	ARGDEG-PWY
ARGDEG-V-PWY.sbgn	MetaCyc		MetaCyc	ARGDEG-V-PWY	ARGDEG-V-PWY
ARGDEGRAD-PWY.sbgn	MetaCyc		MetaCyc	ARGDEGRAD-PWY	ARGDEGRAD-PWY
ARGININE-SYN4-PWY.sbgn	MetaCyc		MetaCyc	ARGININE-SYN4-PWY	ARGININE-SYN4-PWY
ARGORNPROST-PWY.sbgn	MetaCyc		MetaCyc	ARGORNPROST-PWY	ARGORNPROST-PWY
ARGSPECAT-PWY.sbgn	MetaCyc		MetaCyc	ARGSPECAT-PWY	ARGSPECAT-PWY
ARGSYN-PWY.sbgn	MetaCyc		MetaCyc	ARGSYN-PWY	ARGSYN-PWY
ARGSYNBSUB-PWY.sbgn	MetaCyc		MetaCyc	ARGSYNBSUB-PWY	ARGSYNBSUB-PWY
ARO-PWY.sbgn	MetaCyc		MetaCyc	ARO-PWY	ARO-PWY
ASPARAGINE-BIOSYNTHESIS.sbgn	MetaCyc		MetaCyc	ASPARAGINE-BIOSYNTHESIS	ASPARAGINE-BIOSYNTHESIS
ASPARAGINE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	ASPARAGINE-DEG1-PWY	ASPARAGINE-DEG1-PWY
ASPARAGINESYN-PWY.sbgn	MetaCyc		MetaCyc	ASPARAGINESYN-PWY	ASPARAGINESYN-PWY
ASPARTATE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	ASPARTATE-DEG1-PWY	ASPARTATE-DEG1-PWY
ASPARTATESYN-PWY.sbgn	MetaCyc		MetaCyc	ASPARTATESYN-PWY	ASPARTATESYN-PWY
ASPASN-PWY.sbgn	MetaCyc		MetaCyc	ASPASN-PWY	ASPASN-PWY
ASPSYNII-PWY.sbgn	MetaCyc		MetaCyc	ASPSYNII-PWY	ASPSYNII-PWY
AST-PWY.sbgn	MetaCyc		MetaCyc	AST-PWY	AST-PWY
BENZCOA-PWY.sbgn	MetaCyc		MetaCyc	BENZCOA-PWY	BENZCOA-PWY
BETA-ALA-DEGRADATION-I-PWY.sbgn	MetaCyc		MetaCyc	BETA-ALA-DEGRADATION-I-PWY	BETA-ALA-DEGRADATION-I-PWY
BETSYN-PWY.sbgn	MetaCyc		MetaCyc	BETSYN-PWY	BETSYN-PWY
BGALACT-PWY.sbgn	MetaCyc		MetaCyc	BGALACT-PWY	BGALACT-PWY
BIOTIN-BIOSYNTHESIS-PWY.sbgn	MetaCyc		MetaCyc	BIOTIN-BIOSYNTHESIS-PWY	BIOTIN-BIOSYNTHESIS-PWY
BRANCHED-CHAIN-AA-SYN-PWY.sbgn	MetaCyc		MetaCyc	BRANCHED-CHAIN-AA-SYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY
BSUBPOLYAMSYN-PWY.sbgn	MetaCyc		MetaCyc	BSUBPOLYAMSYN-PWY	BSUBPOLYAMSYN-PWY
CALVIN-PWY.sbgn	MetaCyc		MetaCyc	CALVIN-PWY	CALVIN-PWY
CAMALEXIN-SYN.sbgn	MetaCyc		MetaCyc	CAMALEXIN-SYN	CAMALEXIN-SYN
CARNMET-PWY.sbgn	MetaCyc		MetaCyc	CARNMET-PWY	CARNMET-PWY
CAROTENOID-PWY.sbgn	MetaCyc		MetaCyc	CAROTENOID-PWY	CAROTENOID-PWY
CATECHOL-ORTHO-CLEAVAGE-PWY.sbgn	MetaCyc		MetaCyc	CATECHOL-ORTHO-CLEAVAGE-PWY	CATECHOL-ORTHO-CLEAVAGE-PWY
CENTBENZCOA-PWY.sbgn	MetaCyc		MetaCyc	CENTBENZCOA-PWY	CENTBENZCOA-PWY
CENTFERM-PWY.sbgn	MetaCyc		MetaCyc	CENTFERM-PWY	CENTFERM-PWY
CHLOROPHYLL-SYN.sbgn	MetaCyc		MetaCyc	CHLOROPHYLL-SYN	CHLOROPHYLL-SYN
CHOLINE-BETAINE-ANA-PWY.sbgn	MetaCyc		MetaCyc	CHOLINE-BETAINE-ANA-PWY	CHOLINE-BETAINE-ANA-PWY
CITRULBIO-PWY.sbgn	MetaCyc		MetaCyc	CITRULBIO-PWY	CITRULBIO-PWY
CITRULLINE-DEG-PWY.sbgn	MetaCyc		MetaCyc	CITRULLINE-DEG-PWY	CITRULLINE-DEG-PWY
CO2FORM-PWY.sbgn	MetaCyc		MetaCyc	CO2FORM-PWY	CO2FORM-PWY
COA-PWY.sbgn	MetaCyc		MetaCyc	COA-PWY	COA-PWY
COBALSYN-PWY.sbgn	MetaCyc		MetaCyc	COBALSYN-PWY	COBALSYN-PWY
CODH-PWY.sbgn	MetaCyc		MetaCyc	CODH-PWY	CODH-PWY
COLANSYN-PWY.sbgn	MetaCyc		MetaCyc	COLANSYN-PWY	COLANSYN-PWY
COMPLETE-ARO-PWY.sbgn	MetaCyc		MetaCyc	COMPLETE-ARO-PWY	COMPLETE-ARO-PWY
CRNFORCAT-PWY.sbgn	MetaCyc		MetaCyc	CRNFORCAT-PWY	CRNFORCAT-PWY
CYANCAT-PWY.sbgn	MetaCyc		MetaCyc	CYANCAT-PWY	CYANCAT-PWY
CYCLOHEXANOL-OXIDATION-PWY.sbgn	MetaCyc		MetaCyc	CYCLOHEXANOL-OXIDATION-PWY	CYCLOHEXANOL-OXIDATION-PWY
CYSTEINE-DEG-PWY.sbgn	MetaCyc		MetaCyc	CYSTEINE-DEG-PWY	CYSTEINE-DEG-PWY
CYSTSYN-PWY.sbgn	MetaCyc		MetaCyc	CYSTSYN-PWY	CYSTSYN-PWY
DAPLYSINESYN-PWY.sbgn	MetaCyc		MetaCyc	DAPLYSINESYN-PWY	DAPLYSINESYN-PWY
DARABCAT-PWY.sbgn	MetaCyc		MetaCyc	DARABCAT-PWY	DARABCAT-PWY
DARABCATK12-PWY.sbgn	MetaCyc		MetaCyc	DARABCATK12-PWY	DARABCATK12-PWY
DARABITOLUTIL-PWY.sbgn	MetaCyc		MetaCyc	DARABITOLUTIL-PWY	DARABITOLUTIL-PWY
DENITRIFICATION-PWY.sbgn	MetaCyc		MetaCyc	DENITRIFICATION-PWY	DENITRIFICATION-PWY
DENOVOPURINE2-PWY.sbgn	MetaCyc		MetaCyc	DENOVOPURINE2-PWY	DENOVOPURINE2-PWY
DESULFONATION-PWY.sbgn	MetaCyc		MetaCyc	DESULFONATION-PWY	DESULFONATION-PWY
DETOX1-PWY.sbgn	MetaCyc		MetaCyc	DETOX1-PWY	DETOX1-PWY
DHGLUCONATE-PYR-CAT-PWY.sbgn	MetaCyc		MetaCyc	DHGLUCONATE-PYR-CAT-PWY	DHGLUCONATE-PYR-CAT-PWY
DISSULFRED-PWY.sbgn	MetaCyc		MetaCyc	DISSULFRED-PWY	DISSULFRED-PWY
DTDPRHAMSYN-PWY.sbgn	MetaCyc		MetaCyc	DTDPRHAMSYN-PWY	DTDPRHAMSYN-PWY
ECASYN-PWY.sbgn	MetaCyc		MetaCyc	ECASYN-PWY	ECASYN-PWY
ENTBACSYN-PWY.sbgn	MetaCyc		MetaCyc	ENTBACSYN-PWY	ENTBACSYN-PWY
ENTNER-DOUDOROFF-PWY.sbgn	MetaCyc		MetaCyc	ENTNER-DOUDOROFF-PWY	ENTNER-DOUDOROFF-PWY
ERGOSTEROL-SYN-PWY.sbgn	MetaCyc		MetaCyc	ERGOSTEROL-SYN-PWY	ERGOSTEROL-SYN-PWY
ETHYL-PWY.sbgn	MetaCyc		MetaCyc	ETHYL-PWY	ETHYL-PWY
ETOH-ACETYLCOA-ANA-PWY.sbgn	MetaCyc		MetaCyc	ETOH-ACETYLCOA-ANA-PWY	ETOH-ACETYLCOA-ANA-PWY
FAO-PWY.sbgn	MetaCyc		MetaCyc	FAO-PWY	FAO-PWY
FASYN-ELONG-PWY.sbgn	MetaCyc		MetaCyc	FASYN-ELONG-PWY	FASYN-ELONG-PWY
FASYN-INITIAL-PWY.sbgn	MetaCyc		MetaCyc	FASYN-INITIAL-PWY	FASYN-INITIAL-PWY
FESULFOX-PWY.sbgn	MetaCyc		MetaCyc	FESULFOX-PWY	FESULFOX-PWY
FLUORENE-DEG-9-ONE-PWY.sbgn	MetaCyc		MetaCyc	FLUORENE-DEG-9-ONE-PWY	FLUORENE-DEG-9-ONE-PWY
FOLSYN-PWY.sbgn	MetaCyc		MetaCyc	FOLSYN-PWY	FOLSYN-PWY
FORMASS-PWY.sbgn	MetaCyc		MetaCyc	FORMASS-PWY	FORMASS-PWY
FUC-RHAMCAT-PWY.sbgn	MetaCyc		MetaCyc	FUC-RHAMCAT-PWY	FUC-RHAMCAT-PWY
FUCCAT-PWY.sbgn	MetaCyc		MetaCyc	FUCCAT-PWY	FUCCAT-PWY
GALACT-GLUCUROCAT-PWY.sbgn	MetaCyc		MetaCyc	GALACT-GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY
GALACTARDEG-PWY.sbgn	MetaCyc		MetaCyc	GALACTARDEG-PWY	GALACTARDEG-PWY
GALACTCAT-PWY.sbgn	MetaCyc		MetaCyc	GALACTCAT-PWY	GALACTCAT-PWY
GALACTITOLCAT-PWY.sbgn	MetaCyc		MetaCyc	GALACTITOLCAT-PWY	GALACTITOLCAT-PWY
GALACTUROCAT-PWY.sbgn	MetaCyc		MetaCyc	GALACTUROCAT-PWY	GALACTUROCAT-PWY
GALDEG-PWY.sbgn	MetaCyc		MetaCyc	GALDEG-PWY	GALDEG-PWY
GALLATE-DEGRADATION-I-PWY.sbgn	MetaCyc		MetaCyc	GALLATE-DEGRADATION-I-PWY	GALLATE-DEGRADATION-I-PWY
GALLATE-DEGRADATION-II-PWY.sbgn	MetaCyc		MetaCyc	GALLATE-DEGRADATION-II-PWY	GALLATE-DEGRADATION-II-PWY
GAMMAHEXCHLORDEG-PWY.sbgn	MetaCyc		MetaCyc	GAMMAHEXCHLORDEG-PWY	GAMMAHEXCHLORDEG-PWY
GDPRHAMSYN-PWY.sbgn	MetaCyc		MetaCyc	GDPRHAMSYN-PWY	GDPRHAMSYN-PWY
GLCMANNANAUT-PWY.sbgn	MetaCyc		MetaCyc	GLCMANNANAUT-PWY	GLCMANNANAUT-PWY
GLNSYN-PWY.sbgn	MetaCyc		MetaCyc	GLNSYN-PWY	GLNSYN-PWY
GLUAMCAT-PWY.sbgn	MetaCyc		MetaCyc	GLUAMCAT-PWY	GLUAMCAT-PWY
GLUCARDEG-PWY.sbgn	MetaCyc		MetaCyc	GLUCARDEG-PWY	GLUCARDEG-PWY
GLUCARGALACTSUPER-PWY.sbgn	MetaCyc		MetaCyc	GLUCARGALACTSUPER-PWY	GLUCARGALACTSUPER-PWY
GLUCONEO-PWY.sbgn	MetaCyc		MetaCyc	GLUCONEO-PWY	GLUCONEO-PWY
GLUCONSUPER-PWY.sbgn	MetaCyc		MetaCyc	GLUCONSUPER-PWY	GLUCONSUPER-PWY
GLUCOSE1PMETAB-PWY.sbgn	MetaCyc		MetaCyc	GLUCOSE1PMETAB-PWY	GLUCOSE1PMETAB-PWY
GLUCUROCAT-PWY.sbgn	MetaCyc		MetaCyc	GLUCUROCAT-PWY	GLUCUROCAT-PWY
GLUDEG-I-PWY.sbgn	MetaCyc		MetaCyc	GLUDEG-I-PWY	GLUDEG-I-PWY
GLUDEG-II-PWY.sbgn	MetaCyc		MetaCyc	GLUDEG-II-PWY	GLUDEG-II-PWY
GLUGLNSYN-PWY.sbgn	MetaCyc		MetaCyc	GLUGLNSYN-PWY	GLUGLNSYN-PWY
GLUT-REDOX-PWY.sbgn	MetaCyc		MetaCyc	GLUT-REDOX-PWY	GLUT-REDOX-PWY
GLUTAMATE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	GLUTAMATE-DEG1-PWY	GLUTAMATE-DEG1-PWY
GLUTAMATE-SYN2-PWY.sbgn	MetaCyc		MetaCyc	GLUTAMATE-SYN2-PWY	GLUTAMATE-SYN2-PWY
GLUTAMINDEG-PWY.sbgn	MetaCyc		MetaCyc	GLUTAMINDEG-PWY	GLUTAMINDEG-PWY
GLUTAMINEFUM-PWY.sbgn	MetaCyc		MetaCyc	GLUTAMINEFUM-PWY	GLUTAMINEFUM-PWY
GLUTATHIONESYN-PWY.sbgn	MetaCyc		MetaCyc	GLUTATHIONESYN-PWY	GLUTATHIONESYN-PWY
GLUTDEG-PWY.sbgn	MetaCyc		MetaCyc	GLUTDEG-PWY	GLUTDEG-PWY
GLUTORN-PWY.sbgn	MetaCyc		MetaCyc	GLUTORN-PWY	GLUTORN-PWY
GLUTSYN-PWY.sbgn	MetaCyc		MetaCyc	GLUTSYN-PWY	GLUTSYN-PWY
GLUTSYNIII-PWY.sbgn	MetaCyc		MetaCyc	GLUTSYNIII-PWY	GLUTSYNIII-PWY
GLYCEROLMETAB-PWY.sbgn	MetaCyc		MetaCyc	GLYCEROLMETAB-PWY	GLYCEROLMETAB-PWY
GLYCGREAT-PWY.sbgn	MetaCyc		MetaCyc	GLYCGREAT-PWY	GLYCGREAT-PWY
GLYCINE-SYN2-PWY.sbgn	MetaCyc		MetaCyc	GLYCINE-SYN2-PWY	GLYCINE-SYN2-PWY
GLYCLEAV-PWY.sbgn	MetaCyc		MetaCyc	GLYCLEAV-PWY	GLYCLEAV-PWY
GLYCOCAT-PWY.sbgn	MetaCyc		MetaCyc	GLYCOCAT-PWY	GLYCOCAT-PWY
GLYCOGENSYNTH-PWY.sbgn	MetaCyc		MetaCyc	GLYCOGENSYNTH-PWY	GLYCOGENSYNTH-PWY
GLYCOL-GLYOXDEG-PWY.sbgn	MetaCyc		MetaCyc	GLYCOL-GLYOXDEG-PWY	GLYCOL-GLYOXDEG-PWY
GLYCOLATEMET-PWY.sbgn	MetaCyc		MetaCyc	GLYCOLATEMET-PWY	GLYCOLATEMET-PWY
GLYCOLYSIS.sbgn	MetaCyc		MetaCyc	GLYCOLYSIS	GLYCOLYSIS
GLYOXDEG-PWY.sbgn	MetaCyc		MetaCyc	GLYOXDEG-PWY	GLYOXDEG-PWY
GLYOXYLATE-BYPASS.sbgn	MetaCyc		MetaCyc	GLYOXYLATE-BYPASS	GLYOXYLATE-BYPASS
GLYSYN-ALA-PWY.sbgn	MetaCyc		MetaCyc	GLYSYN-ALA-PWY	GLYSYN-ALA-PWY
GLYSYN-PWY.sbgn	MetaCyc		MetaCyc	GLYSYN-PWY	GLYSYN-PWY
GLYSYN-THR-PWY.sbgn	MetaCyc		MetaCyc	GLYSYN-THR-PWY	GLYSYN-THR-PWY
GOLPDLCAT-PWY.sbgn	MetaCyc		MetaCyc	GOLPDLCAT-PWY	GOLPDLCAT-PWY
HCAMHPDEG-PWY.sbgn	MetaCyc		MetaCyc	HCAMHPDEG-PWY	HCAMHPDEG-PWY
HEME-BIOSYNTHESIS-II.sbgn	MetaCyc		MetaCyc	HEME-BIOSYNTHESIS-II	HEME-BIOSYNTHESIS-II
HEMESYN2-PWY.sbgn	MetaCyc		MetaCyc	HEMESYN2-PWY	HEMESYN2-PWY
HEXPPSYN-PWY.sbgn	MetaCyc		MetaCyc	HEXPPSYN-PWY	HEXPPSYN-PWY
HISDEG-PWY.sbgn	MetaCyc		MetaCyc	HISDEG-PWY	HISDEG-PWY
HISHP-PWY.sbgn	MetaCyc		MetaCyc	HISHP-PWY	HISHP-PWY
HISTDEG-PWY.sbgn	MetaCyc		MetaCyc	HISTDEG-PWY	HISTDEG-PWY
HISTSYN-PWY.sbgn	MetaCyc		MetaCyc	HISTSYN-PWY	HISTSYN-PWY
HOMOCYSDEGR-PWY.sbgn	MetaCyc		MetaCyc	HOMOCYSDEGR-PWY	HOMOCYSDEGR-PWY
HOMOSER-METSYN-PWY.sbgn	MetaCyc		MetaCyc	HOMOSER-METSYN-PWY	HOMOSER-METSYN-PWY
HOMOSER-THRESYN-PWY.sbgn	MetaCyc		MetaCyc	HOMOSER-THRESYN-PWY	HOMOSER-THRESYN-PWY
HOMOSERSYN-PWY.sbgn	MetaCyc		MetaCyc	HOMOSERSYN-PWY	HOMOSERSYN-PWY
HSERMETANA-PWY.sbgn	MetaCyc		MetaCyc	HSERMETANA-PWY	HSERMETANA-PWY
HYDROXYPRODEG-PWY.sbgn	MetaCyc		MetaCyc	HYDROXYPRODEG-PWY	HYDROXYPRODEG-PWY
IDNCAT-PWY.sbgn	MetaCyc		MetaCyc	IDNCAT-PWY	IDNCAT-PWY
ILEUDEG-PWY.sbgn	MetaCyc		MetaCyc	ILEUDEG-PWY	ILEUDEG-PWY
ILEUSYN-PWY.sbgn	MetaCyc		MetaCyc	ILEUSYN-PWY	ILEUSYN-PWY
KDO-LIPASYN-PWY.sbgn	MetaCyc		MetaCyc	KDO-LIPASYN-PWY	KDO-LIPASYN-PWY
KDO-NAGLIPASYN-PWY.sbgn	MetaCyc		MetaCyc	KDO-NAGLIPASYN-PWY	KDO-NAGLIPASYN-PWY
KDOSYN-PWY.sbgn	MetaCyc		MetaCyc	KDOSYN-PWY	KDOSYN-PWY
KETOGLUCONMET-PWY.sbgn	MetaCyc		MetaCyc	KETOGLUCONMET-PWY	KETOGLUCONMET-PWY
LACTOSECAT-PWY.sbgn	MetaCyc		MetaCyc	LACTOSECAT-PWY	LACTOSECAT-PWY
LACTOSEUTIL-PWY.sbgn	MetaCyc		MetaCyc	LACTOSEUTIL-PWY	LACTOSEUTIL-PWY
LARABITOLUTIL-PWY.sbgn	MetaCyc		MetaCyc	LARABITOLUTIL-PWY	LARABITOLUTIL-PWY
LCYSDEG-PWY.sbgn	MetaCyc		MetaCyc	LCYSDEG-PWY	LCYSDEG-PWY
LEU-DEG2-PWY.sbgn	MetaCyc		MetaCyc	LEU-DEG2-PWY	LEU-DEG2-PWY
LEUSYN-PWY.sbgn	MetaCyc		MetaCyc	LEUSYN-PWY	LEUSYN-PWY
LIPA-CORESYN-PWY.sbgn	MetaCyc		MetaCyc	LIPA-CORESYN-PWY	LIPA-CORESYN-PWY
LIPAS-PWY.sbgn	MetaCyc		MetaCyc	LIPAS-PWY	LIPAS-PWY
LIPASYN-PWY.sbgn	MetaCyc		MetaCyc	LIPASYN-PWY	LIPASYN-PWY
LPSSYN-PWY.sbgn	MetaCyc		MetaCyc	LPSSYN-PWY	LPSSYN-PWY
LYSDEGII-PWY.sbgn	MetaCyc		MetaCyc	LYSDEGII-PWY	LYSDEGII-PWY
LYSINE-AMINOAD-PWY.sbgn	MetaCyc		MetaCyc	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY
LYSINE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	LYSINE-DEG1-PWY	LYSINE-DEG1-PWY
LYXMET-PWY.sbgn	MetaCyc		MetaCyc	LYXMET-PWY	LYXMET-PWY
M-CRESOL-DEGRADATION-PWY.sbgn	MetaCyc		MetaCyc	M-CRESOL-DEGRADATION-PWY	M-CRESOL-DEGRADATION-PWY
MALATE-ASPARTATE-SHUTTLE-PWY.sbgn	MetaCyc		MetaCyc	MALATE-ASPARTATE-SHUTTLE-PWY	MALATE-ASPARTATE-SHUTTLE-PWY
MALTOSECAT-PWY.sbgn	MetaCyc		MetaCyc	MALTOSECAT-PWY	MALTOSECAT-PWY
MANNCAT-PWY.sbgn	MetaCyc		MetaCyc	MANNCAT-PWY	MANNCAT-PWY
MANNIDEG-PWY.sbgn	MetaCyc		MetaCyc	MANNIDEG-PWY	MANNIDEG-PWY
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS.sbgn	MetaCyc		MetaCyc	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
MENAQUINONESYN-PWY.sbgn	MetaCyc		MetaCyc	MENAQUINONESYN-PWY	MENAQUINONESYN-PWY
MET-SAM-PWY.sbgn	MetaCyc		MetaCyc	MET-SAM-PWY	MET-SAM-PWY
METH-ACETATE-PWY.sbgn	MetaCyc		MetaCyc	METH-ACETATE-PWY	METH-ACETATE-PWY
METHANOGENESIS-PWY.sbgn	MetaCyc		MetaCyc	METHANOGENESIS-PWY	METHANOGENESIS-PWY
METHFORM-PWY.sbgn	MetaCyc		MetaCyc	METHFORM-PWY	METHFORM-PWY
METHGLYUT-PWY.sbgn	MetaCyc		MetaCyc	METHGLYUT-PWY	METHGLYUT-PWY
METHIONINE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	METHIONINE-DEG1-PWY	METHIONINE-DEG1-PWY
METHYLGALLATE-DEGRADATION-PWY.sbgn	MetaCyc		MetaCyc	METHYLGALLATE-DEGRADATION-PWY	METHYLGALLATE-DEGRADATION-PWY
METSYN-PWY.sbgn	MetaCyc		MetaCyc	METSYN-PWY	METSYN-PWY
MGLDLCTANA-PWY.sbgn	MetaCyc		MetaCyc	MGLDLCTANA-PWY	MGLDLCTANA-PWY
N2FIX-PWY.sbgn	MetaCyc		MetaCyc	N2FIX-PWY	N2FIX-PWY
NAD-BIOSYNTHESIS-II.sbgn	MetaCyc		MetaCyc	NAD-BIOSYNTHESIS-II	NAD-BIOSYNTHESIS-II
NAD-BIOSYNTHESIS-III.sbgn	MetaCyc		MetaCyc	NAD-BIOSYNTHESIS-III	NAD-BIOSYNTHESIS-III
NADPHOS-DEPHOS-PWY-1.sbgn	MetaCyc		MetaCyc	NADPHOS-DEPHOS-PWY-1	NADPHOS-DEPHOS-PWY-1
NADPHOS-DEPHOS-PWY.sbgn	MetaCyc		MetaCyc	NADPHOS-DEPHOS-PWY	NADPHOS-DEPHOS-PWY
NADSYN-PWY.sbgn	MetaCyc		MetaCyc	NADSYN-PWY	NADSYN-PWY
NAGLIPASYN-PWY.sbgn	MetaCyc		MetaCyc	NAGLIPASYN-PWY	NAGLIPASYN-PWY
NONMEVIPP-PWY.sbgn	MetaCyc		MetaCyc	NONMEVIPP-PWY	NONMEVIPP-PWY
NONOXIPENT-PWY.sbgn	MetaCyc		MetaCyc	NONOXIPENT-PWY	NONOXIPENT-PWY
NOPALINEDEG-PWY.sbgn	MetaCyc		MetaCyc	NOPALINEDEG-PWY	NOPALINEDEG-PWY
NPGLUCAT-PWY.sbgn	MetaCyc		MetaCyc	NPGLUCAT-PWY	NPGLUCAT-PWY
OANTIGEN-PWY.sbgn	MetaCyc		MetaCyc	OANTIGEN-PWY	OANTIGEN-PWY
OCTOPINEDEG-PWY.sbgn	MetaCyc		MetaCyc	OCTOPINEDEG-PWY	OCTOPINEDEG-PWY
ORN-AMINOPENTANOATE-CAT-PWY.sbgn	MetaCyc		MetaCyc	ORN-AMINOPENTANOATE-CAT-PWY	ORN-AMINOPENTANOATE-CAT-PWY
ORNARGDEG-PWY.sbgn	MetaCyc		MetaCyc	ORNARGDEG-PWY	ORNARGDEG-PWY
ORNDEG-PWY.sbgn	MetaCyc		MetaCyc	ORNDEG-PWY	ORNDEG-PWY
OXIDATIVEPENT-PWY.sbgn	MetaCyc		MetaCyc	OXIDATIVEPENT-PWY	OXIDATIVEPENT-PWY
P101-PWY.sbgn	MetaCyc		MetaCyc	P101-PWY	P101-PWY
P105-PWY.sbgn	MetaCyc		MetaCyc	P105-PWY	P105-PWY
P108-PWY.sbgn	MetaCyc		MetaCyc	P108-PWY	P108-PWY
P121-PWY.sbgn	MetaCyc		MetaCyc	P121-PWY	P121-PWY
P124-PWY.sbgn	MetaCyc		MetaCyc	P124-PWY	P124-PWY
P125-PWY.sbgn	MetaCyc		MetaCyc	P125-PWY	P125-PWY
P141-PWY.sbgn	MetaCyc		MetaCyc	P141-PWY	P141-PWY
P142-PWY.sbgn	MetaCyc		MetaCyc	P142-PWY	P142-PWY
P161-PWY.sbgn	MetaCyc		MetaCyc	P161-PWY	P161-PWY
P162-PWY.sbgn	MetaCyc		MetaCyc	P162-PWY	P162-PWY
P163-PWY.sbgn	MetaCyc		MetaCyc	P163-PWY	P163-PWY
P164-PWY.sbgn	MetaCyc		MetaCyc	P164-PWY	P164-PWY
P165-PWY.sbgn	MetaCyc		MetaCyc	P165-PWY	P165-PWY
P181-PWY.sbgn	MetaCyc		MetaCyc	P181-PWY	P181-PWY
P183-PWY.sbgn	MetaCyc		MetaCyc	P183-PWY	P183-PWY
P184-PWY.sbgn	MetaCyc		MetaCyc	P184-PWY	P184-PWY
P185-PWY.sbgn	MetaCyc		MetaCyc	P185-PWY	P185-PWY
P2-PWY.sbgn	MetaCyc		MetaCyc	P2-PWY	P2-PWY
P201-PWY.sbgn	MetaCyc		MetaCyc	P201-PWY	P201-PWY
P203-PWY.sbgn	MetaCyc		MetaCyc	P203-PWY	P203-PWY
P21-PWY.sbgn	MetaCyc		MetaCyc	P21-PWY	P21-PWY
P221-PWY.sbgn	MetaCyc		MetaCyc	P221-PWY	P221-PWY
P222-PWY.sbgn	MetaCyc		MetaCyc	P222-PWY	P222-PWY
P224-PWY.sbgn	MetaCyc		MetaCyc	P224-PWY	P224-PWY
P23-PWY.sbgn	MetaCyc		MetaCyc	P23-PWY	P23-PWY
P241-PWY.sbgn	MetaCyc		MetaCyc	P241-PWY	P241-PWY
P261-PWY.sbgn	MetaCyc		MetaCyc	P261-PWY	P261-PWY
P281-PWY.sbgn	MetaCyc		MetaCyc	P281-PWY	P281-PWY
P282-PWY.sbgn	MetaCyc		MetaCyc	P282-PWY	P282-PWY
P283-PWY.sbgn	MetaCyc		MetaCyc	P283-PWY	P283-PWY
P3-PWY.sbgn	MetaCyc		MetaCyc	P3-PWY	P3-PWY
P301-PWY.sbgn	MetaCyc		MetaCyc	P301-PWY	P301-PWY
P302-PWY.sbgn	MetaCyc		MetaCyc	P302-PWY	P302-PWY
P303-PWY.sbgn	MetaCyc		MetaCyc	P303-PWY	P303-PWY
P321-PWY.sbgn	MetaCyc		MetaCyc	P321-PWY	P321-PWY
P341-PWY.sbgn	MetaCyc		MetaCyc	P341-PWY	P341-PWY
P342-PWY.sbgn	MetaCyc		MetaCyc	P342-PWY	P342-PWY
P343-PWY.sbgn	MetaCyc		MetaCyc	P343-PWY	P343-PWY
P344-PWY.sbgn	MetaCyc		MetaCyc	P344-PWY	P344-PWY
P345-PWY.sbgn	MetaCyc		MetaCyc	P345-PWY	P345-PWY
P381-PWY.sbgn	MetaCyc		MetaCyc	P381-PWY	P381-PWY
P4-PWY.sbgn	MetaCyc		MetaCyc	P4-PWY	P4-PWY
